ProteinAccessions	ProteinDescriptions	MolecularWeight	NrOfModifiedSequencesIdentifiedExperimentwide	is_SEC_Candidate	NrOfModifiedSequencesIdentified_SEC_fraction_47	NrOfModifiedSequencesIdentified_SEC_fraction_53	NrOfModifiedSequencesIdentified_SEC_fraction_54	NrOfModifiedSequencesIdentified_SEC_fraction_55	NrOfModifiedSequencesIdentified_SEC_fraction_56	NrOfModifiedSequencesIdentified_SEC_fraction_57	NrOfModifiedSequencesIdentified_SEC_fraction_58	NrOfModifiedSequencesIdentified_SEC_fraction_59	NrOfModifiedSequencesIdentified_SEC_fraction_60	NrOfModifiedSequencesIdentified_SEC_fraction_61	NrOfModifiedSequencesIdentified_SEC_fraction_62	NrOfModifiedSequencesIdentified_SEC_fraction_63	NrOfModifiedSequencesIdentified_SEC_fraction_64	NrOfModifiedSequencesIdentified_SEC_fraction_65	IBAQ_SEC_fraction_47	IBAQ_SEC_fraction_53	IBAQ_SEC_fraction_54	IBAQ_SEC_fraction_55	IBAQ_SEC_fraction_56	IBAQ_SEC_fraction_57	IBAQ_SEC_fraction_58	IBAQ_SEC_fraction_59	IBAQ_SEC_fraction_60	IBAQ_SEC_fraction_61	IBAQ_SEC_fraction_62	IBAQ_SEC_fraction_63	IBAQ_SEC_fraction_64	IBAQ_SEC_fraction_65	IBAQ_norm_SEC_fraction_47	IBAQ_norm_SEC_fraction_53	IBAQ_norm_SEC_fraction_54	IBAQ_norm_SEC_fraction_55	IBAQ_norm_SEC_fraction_56	IBAQ_norm_SEC_fraction_57	IBAQ_norm_SEC_fraction_58	IBAQ_norm_SEC_fraction_59	IBAQ_norm_SEC_fraction_60	IBAQ_norm_SEC_fraction_61	IBAQ_norm_SEC_fraction_62	IBAQ_norm_SEC_fraction_63	IBAQ_norm_SEC_fraction_64	IBAQ_norm_SEC_fraction_65	distribution	signal_peptide 
D4GXJ8	ArsR family transcription regulator	15023.71	4	FALSE	0	4	1	2	1	1	2	4	4	4	4	2	1	2	0	672.7	77.1	63.2	78.5	18	93.3	527.9	793.1	2006.4	1879.9	1028.6	380	506.8	0	0.335277113	0.038427033	0.031499203	0.039124801	0.008971292	0.046501196	0.263108054	0.395285088	1	0.936951754	0.51265949	0.189393939	0.252591707		
D4H049	Arabinopyranose mutase-like protein	43416.43	12	FALSE	12	6	6	5	3	2	2	1	1	0	0	0	0	0	5543.4	353.3	289.1	315.9	78.1	30	261.3	19.2	6.9	0	0	0	0	0	1	0.063733449	0.052152109	0.056986687	0.014088826	0.005411841	0.047137136	0.003463578	0.001244723	0	0	0	0	0		
D4GP46	Siderophore biosynthesis protein IucA	65816.08	13	FALSE	13	7	7	8	7	5	1	2	0	2	0	0	0	0	614.7	65.3	57.7	96.7	77.3	35	7.3	2.8	0	3.4	0	0	0	0	1	0.106230682	0.093866927	0.15731251	0.1257524	0.056938344	0.011875712	0.004555068	0	0.005531153	0	0	0	0		
D4GS75	Thioredoxin	9778.87	7	FALSE	0	0	0	0	1	1	4	4	6	7	6	4	5	2	0	0	0	0	75.9	291.4	1765.6	7175.1	14377.3	37113.7	36729.6	30605.7	15236.8	7416.7	0	0	0	0	0.002045067	0.007851548	0.047572729	0.193327531	0.387385251	1	0.989650722	0.824646963	0.410543815	0.199837257		
D4GVF1	"6,7-dimethyl-8-ribityllumazine synthase"	13905.48	6	FALSE	5	3	2	4	3	3	5	5	5	5	5	4	2	1	400	54.1	14.9	147.3	73.9	160.3	378.6	1049.7	1636.8	3275.4	2564	1184.4	320.8	54.6	0.122122489	0.016517067	0.004549063	0.044971607	0.02256213	0.048940587	0.115588936	0.320479941	0.499725224	1	0.782805154	0.36160469	0.097942236	0.01666972		
D4GU86	TrmB family transcription regulator	27491.75	2	FALSE	2	2	2	2	2	2	2	2	2	2	1	0	0	0	283.7	32.5	19	48.8	73.2	34	25.8	26.3	29.8	88.6	15.5	0	0	0	1	0.114557631	0.066972154	0.172012689	0.258019034	0.119844907	0.090941135	0.09270356	0.105040536	0.312301727	0.054635178	0	0	0		
D4GRG9	"1,2-phenylacetyl-CoA epoxidase subunit A"	35935.07	5	FALSE	4	4	4	4	2	2	1	1	1	1	1	1	1	0	57.9	232.6	115.5	90.1	72.8	83.7	44.8	75.6	43.4	60.5	33.9	36.5	68.8	0	0.248925193	1	0.496560619	0.387360275	0.312983663	0.359845228	0.192605331	0.325021496	0.186586414	0.260103181	0.145743766	0.156921754	0.295786758	0		
D4GQU2	Secreted glycoprotein	104059.57	2	FALSE	0	0	0	1	2	1	1	1	1	1	1	0	0	0	0	0	0	28.5	72.1	74.4	117.1	161.8	77.1	87.1	19.7	0	0	0	0	0	0	0.176143387	0.445611867	0.459826947	0.723733004	1	0.476514215	0.538318912	0.121755253	0	0	0		Sec/SPI
D4GXF9	Transcriptional regulator	29163.64	14	FALSE	14	12	10	9	5	3	2	2	0	0	0	0	0	0	24096.2	1572.4	864.8	1988.8	70.6	23.7	25.3	29.6	0	0	0	0	0	0	1	0.065255102	0.035889476	0.082535836	0.002929923	0.000983558	0.001049958	0.001228409	0	0	0	0	0	0		
D4GXR9	Gamma-glutamyl phosphate reductase	48117.01	4	FALSE	4	1	2	1	1	1	1	1	1	1	1	1	0	0	360.4	59.9	78.6	68.3	69.2	28.9	27.9	16.8	13.7	17.6	20.3	11.3	0	0	1	0.166204218	0.21809101	0.189511654	0.192008879	0.080188679	0.077413984	0.046614872	0.038013319	0.048834628	0.056326304	0.031354051	0	0		
D4GYC6	Origin-associated protein OapC	34517.39	8	FALSE	7	5	6	5	4	1	2	0	1	1	1	0	2	0	421.1	118.1	112.6	103	69	5.1	14.9	0	24.2	362.1	479.8	0	1450.2	0	0.290373742	0.081437043	0.077644463	0.071024686	0.047579644	0.003516756	0.010274445	0	0.016687353	0.249689698	0.330850917	0	1	0		
D4GYB7	UPF0148 family protein	21860.53	2	FALSE	2	1	2	2	1	1	1	1	1	1	0	0	0	0	343.5	79.4	124.2	138	66.7	32.8	20.1	31.5	11	18.7	0	0	0	0	1	0.231149927	0.361572052	0.401746725	0.194177584	0.095487627	0.058515284	0.091703057	0.03202329	0.054439592	0	0	0	0		
D4GUU5	TIGR03995 family protein	11630.54	2	FALSE	0	0	0	0	1	2	2	2	2	2	2	2	1	1	0	0	0	0	65.2	232.7	1503.5	3541.7	4349.2	7293.8	4930.7	2367.8	835.8	269.3	0	0	0	0	0.008939099	0.031903809	0.206133977	0.485576791	0.596287258	1	0.676012504	0.324631879	0.114590474	0.036921769		
D4GTS4	Desampylase	14739.04	4	FALSE	0	0	0	0	2	3	3	4	4	4	4	2	0	0	0	0	0	0	65	298	746.6	1892.9	1865	2713.7	1207.7	630.8	0	0	0	0	0	0	0.023952537	0.10981317	0.275122526	0.697534731	0.687253565	1	0.44503814	0.23245016	0	0		
D4GTX9	Large ribosomal subunit protein eL32	25811.24	8	FALSE	8	3	4	3	4	4	2	0	0	1	0	1	1	0	7531	16.2	7.5	17.3	64.9	14.9	10.5	0	0	10.5	0	155.6	184.7	0	1	0.002151109	0.000995884	0.002297172	0.008617713	0.001978489	0.001394237	0	0	0.001394237	0	0.020661267	0.024525295	0		
D4GXV1	HTH-10 family transcription regulator	27490.37	7	FALSE	7	3	1	2	2	3	1	1	1	1	1	0	0	0	1653.5	60.2	61.6	63.5	64	127	28.8	19.5	27.8	29.5	12.7	0	0	0	1	0.03640762	0.037254309	0.038403387	0.038705776	0.076806774	0.017417599	0.011793166	0.016812821	0.017840943	0.007680677	0	0	0		
D4GX08	DUF5059 domain / halocyanin domain protein	83701.93	2	FALSE	0	0	1	1	1	1	1	1	1	2	0	1	1	1	0	0	39.6	58.4	60.1	56.7	64.4	53.8	34.4	50.3	0	171.4	291.2	534.2	0	0	0.074129539	0.109322351	0.11250468	0.106140022	0.1205541	0.100711344	0.064395358	0.094159491	0	0.320853613	0.545114189	1		Tat/SPII
D4GVN9	5'-nucleotidase family hydrolase	48543.23	18	FALSE	17	8	7	8	5	3	1	0	1	1	0	0	0	0	8009	181.8	65.3	236.8	59.7	22.9	198.7	0	26.8	124.3	0	0	0	0	1	0.022699463	0.008153328	0.029566737	0.007454114	0.002859283	0.024809589	0	0.003346235	0.01552004	0	0	0	0		
D4GZI8	Threonine aldolase	35617.69	3	FALSE	3	0	1	2	2	1	1	1	1	0	0	0	0	0	240.1	0	4.4	45.5	59.3	10.4	19.8	16.1	6.6	0	0	0	0	0	1	0	0.018325698	0.189504373	0.246980425	0.043315285	0.082465639	0.067055394	0.027488546	0	0	0	0	0		
D4GWD2	CRM domain protein	8962.06	8	FALSE	0	1	2	3	2	0	0	1	2	4	7	6	8	8	0	77.9	122.2	148.5	55.5	0	0	436.5	358.4	2211.5	6601.8	18719.5	29014.9	47309.5	0	0.001646604	0.002582991	0.003138904	0.001173126	0	0	0.009226477	0.007575645	0.046745368	0.139544912	0.395681628	0.613299654	1		
D4GY68	Uncharacterized protein	24548.22	3	FALSE	3	2	3	3	2	1	0	1	0	1	0	0	0	0	243.7	97	82.3	114	53.2	49.4	0	27.5	0	12.2	0	0	0	0	1	0.398030365	0.3377103	0.467788264	0.21830119	0.202708248	0	0.11284366	0	0.050061551	0	0	0	0		
D4GX56	enoyl-CoA hydratase	71034.74	2	FALSE	2	1	1	2	2	2	2	2	1	1	1	1	0	0	68.7	30.6	41.2	49.3	52.6	27.8	33.2	53.9	21.3	26.9	16.4	20.4	0	0	1	0.445414847	0.599708879	0.717612809	0.765647744	0.404657933	0.483260553	0.784570597	0.310043668	0.391557496	0.238719068	0.296943231	0	0		
D4GZ00	Type 2 DNA topoisomerase 6 subunit B	87438.07	7	FALSE	7	7	6	7	4	4	3	3	1	3	2	1	0	0	205	573.3	264.3	172.5	51.7	32.2	27.6	31.6	11.2	42.5	11.9	7.1	0	0	0.357578929	1	0.461015175	0.300889587	0.090179662	0.056166056	0.048142334	0.055119484	0.01953602	0.074132217	0.020757021	0.012384441	0	0		
D4GXM0	DHH/RecJ family phosphoesterase	79159.13	5	FALSE	3	5	5	5	2	2	1	2	0	1	1	0	0	0	167.1	217.1	115	82.6	50	19.3	22.4	9.1	0	3.6	39.6	0	0	0	0.769691386	1	0.529709811	0.38046983	0.230308614	0.088899125	0.103178259	0.041916168	0	0.01658222	0.182404422	0	0	0		
D4GYN3	Cytochrome P450	52201.01	15	FALSE	14	3	2	1	3	1	1	1	1	1	0	1	0	0	651.9	22.1	31.8	27.8	48.2	51.1	49.6	46.9	33.2	51.7	0	30	0	0	1	0.033900905	0.048780488	0.042644577	0.073937721	0.078386256	0.076085289	0.07194355	0.050928056	0.079306642	0	0.046019328	0	0		
D4GUN0	CARDB domain-containing protein	40885.11	2	FALSE	1	0	0	1	1	1	1	1	1	0	1	0	0	0	319.8	0	0	33.7	48.1	37.6	62.6	108.6	115	0	72.4	0	0	0	1	0	0	0.105378361	0.150406504	0.117573483	0.195747342	0.339587242	0.35959975	0	0.226391495	0	0	0		Sec/SPI
D4GXJ7	Ornithine cyclodeaminase family protein	34647.32	8	FALSE	8	6	8	5	2	2	1	2	1	1	0	0	0	0	6515.3	168.7	161.2	97.8	45.8	57	10.5	29.5	30.4	47.8	0	0	0	0	1	0.025892898	0.024741762	0.015010821	0.007029607	0.008748638	0.001611591	0.004527804	0.00466594	0.007336577	0	0	0	0		
D4GVR7	ABC-type transport system periplasmic substrate-binding protein (Probable substrate sugar)	55422.23	4	FALSE	3	0	0	2	1	1	1	1	0	0	1	2	1	1	25.5	0	0	61.3	44.3	96	11.6	35.6	0	0	41.3	155.6	249	643.2	0.039645522	0	0	0.095304726	0.068874378	0.149253731	0.018034826	0.055348259	0	0	0.064210199	0.241915423	0.387126866	1		Tat/SPII
Q48332	A-type ATP synthase subunit A	64514.67	9	FALSE	9	4	2	3	2	1	1	1	1	1	1	1	1	1	520.7	45.2	22.8	46.4	43.6	24.9	25.3	22.5	24.3	37.6	33.6	25.7	14.4	15.5	1	0.086806222	0.04378721	0.089110812	0.083733436	0.047820242	0.048588439	0.043211062	0.046667947	0.072210486	0.064528519	0.049356635	0.02765508	0.029767621		
D4GR46	N-methylhydantoinase (ATP-hydrolyzing) B	64260.32	6	FALSE	6	3	3	5	5	2	3	3	2	1	2	0	0	0	223.3	33.8	36.2	51.8	41.7	2.9	17.9	15.6	15.4	10.4	17.1	0	0	0	1	0.151365876	0.162113748	0.231974922	0.18674429	0.012987013	0.080161218	0.069861173	0.068965517	0.046574116	0.076578594	0	0	0		
D4GTA4	Transcription initiation factor IIB	37259.63	10	FALSE	10	5	4	2	2	2	1	1	0	0	0	0	0	0	8210.8	92.9	55.6	30.8	41.3	5.9	14.3	12.4	0	0	0	0	0	0	1	0.011314366	0.006771569	0.003751157	0.005029961	0.000718566	0.001741609	0.001510206	0	0	0	0	0	0		
D4GWU2	START domain protein	16375.24	15	FALSE	0	0	0	0	1	0	7	14	15	15	15	15	14	13	0	0	0	0	39.7	0	308.5	3029.2	6399.8	16867.3	18010.5	15369.5	10289.9	11383.2	0	0	0	0	0.00220427	0	0.017128897	0.168190778	0.355337164	0.936525915	1	0.853363316	0.571327837	0.632031315		
D4GW66	Fe-coproporphyrin synthase AhbC	44411.96	20	FALSE	20	11	10	5	4	1	0	1	1	0	0	0	0	0	11018	357.2	291	78.3	39.1	2	0	21.2	12.1	0	0	0	0	0	1	0.032419677	0.026411327	0.007106553	0.003548738	0.000181521	0	0.001924124	0.001098203	0	0	0	0	0		
D4GXP4	Putative transcriptional regulator HVO_1357	62767.12	2	FALSE	2	1	2	1	2	1	1	1	0	0	0	0	0	0	46.1	9.8	20.4	6.3	37.7	9.2	7.1	8	0	0	0	0	0	0	1	0.212581345	0.442516269	0.136659436	0.817787419	0.199566161	0.154013015	0.173535792	0	0	0	0	0	0		
D4GTQ2	DUF106 family protein	33498.15	4	FALSE	0	0	0	0	1	4	4	4	4	4	3	2	2	1	0	0	0	0	37.3	180.5	328.9	730.9	711.7	982.5	581.4	318.2	174.6	145.3	0	0	0	0	0.037964377	0.183715013	0.33475827	0.743918575	0.72437659	1	0.591755725	0.323867684	0.177709924	0.147888041		
D4GUG0	phosphoenolpyruvate carboxylase	102398.75	3	FALSE	2	2	3	2	1	2	2	2	2	1	0	1	0	0	51.3	22	30.9	44	37	46.7	45.3	50.9	58.2	25.8	0	7.9	0	0	0.881443299	0.378006873	0.530927835	0.756013746	0.635738832	0.802405498	0.778350515	0.874570447	1	0.443298969	0	0.135738832	0	0		
D4GY36	D-3-phosphoglycerate dehydrogenase	55342.89	2	FALSE	2	2	2	1	2	1	1	1	1	1	1	0	0	0	63.8	14.1	7.8	23.5	36.2	11.2	19.4	11.8	3.2	20.8	8.9	0	0	0	1	0.221003135	0.122257053	0.368338558	0.567398119	0.175548589	0.304075235	0.184952978	0.05015674	0.326018809	0.139498433	0	0	0		
D4GXN0	HTH-10 family transcription regulator	23460.21	2	FALSE	2	2	1	1	1	1	1	1	0	1	0	0	0	0	221.1	79	37.2	39	35.5	23.2	23.8	18.6	0	15.4	0	0	0	0	1	0.357304387	0.168249661	0.176390773	0.160560832	0.104929896	0.1076436	0.08412483	0	0.069651741	0	0	0	0		
D4GX38	succinate dehydrogenase	67640.96	12	FALSE	11	5	6	4	2	2	0	1	0	1	1	0	0	0	398.9	89.3	106.1	79	34.8	13.4	0	6.7	0	7.2	4.6	0	0	0	1	0.22386563	0.265981449	0.198044623	0.08723991	0.033592379	0	0.01679619	0	0.018049637	0.011531712	0	0	0		
D4GP02	ORC1-type DNA replication protein	45853.55	34	FALSE	34	13	6	5	5	1	0	1	1	1	1	0	0	0	34282.1	167.4	41.8	52.2	33.7	16.9	0	12.9	7.1	20.1	13.5	0	0	0	1	0.004883015	0.001219295	0.001522661	0.00098302	0.000492969	0	0.00037629	0.000207105	0.000586312	0.000393792	0	0	0		
D4GQW8	Uncharacterized protein	36394.95	2	FALSE	0	1	0	1	2	2	2	2	2	0	1	1	2	2	0	8.4	0	19.2	33.4	40.6	23.1	50.9	60.1	0	66.1	84.2	258.2	410.3	0	0.020472825	0	0.046795028	0.081403851	0.098951986	0.056300268	0.124055569	0.146478187	0	0.161101633	0.205215696	0.629295637	1		Tat/SPII
D4GY39	Cysteine synthase	34757.47	13	FALSE	13	5	3	4	3	2	1	1	2	0	0	0	0	0	7468.9	54.6	25	18.7	33.2	23.8	9.5	4.8	6.9	0	0	0	0	0	1	0.007310313	0.003347213	0.002503715	0.004445099	0.003186547	0.001271941	0.000642665	0.000923831	0	0	0	0	0		
D4GP51	Cobalt-precorrin-8 methylmutase	23777.67	9	FALSE	9	3	3	2	3	2	1	1	0	0	0	0	0	0	1292.9	51.2	47.9	32.4	29.7	24.7	97.8	251.5	0	0	0	0	0	0	1	0.039600897	0.037048496	0.025059943	0.022971614	0.019104339	0.075643901	0.194523938	0	0	0	0	0	0		
D4GWJ9	YyaL family protein	58851.27	24	FALSE	24	6	4	2	3	4	1	2	0	0	0	0	0	0	18249.3	60.3	58.9	12.9	29.3	8.2	5.7	79.6	0	0	0	0	0	0	1	0.003304236	0.003227521	0.000706876	0.001605541	0.000449332	0.000312341	0.004361811	0	0	0	0	0	0		
D4GY93	"1,4-dihydroxy-2-naphthoyl-CoA synthase"	33932.89	5	FALSE	5	3	3	5	3	2	0	4	1	0	1	0	0	1	161.4	96.1	46.9	119.1	29.2	8.5	0	57.8	5.4	0	35.7	0	0	392.6	0.411105451	0.2447784	0.11946001	0.303362201	0.074375955	0.021650535	0	0.147223637	0.013754457	0	0.090932247	0	0	1		
D4GRM3	Probable urocanate hydratase	67981.82	5	FALSE	5	2	2	3	3	3	2	3	0	1	0	0	0	0	159.1	12.1	40.6	46.3	28.2	21.7	11.7	25.9	0	18.2	0	0	0	0	1	0.076052797	0.255185418	0.291011942	0.177247014	0.136392206	0.073538655	0.162790698	0	0.114393463	0	0	0	0		
D4GPR1	D-2-hydroxyacid dehydrogenase	34855.04	8	FALSE	5	7	6	6	2	1	1	1	1	1	1	1	1	1	467.4	927.9	643.3	207.2	27.7	7.6	24.5	63.5	65.1	164.5	200.2	488.7	842.3	1824.6	0.256165735	0.508549819	0.352570426	0.113559136	0.01518141	0.004165297	0.013427601	0.034802148	0.035679053	0.090156747	0.109722679	0.267839526	0.461635427	1		
D4GXN6	Adenine DNA glycosylase	33652.89	12	FALSE	12	4	4	1	2	2	2	1	1	0	0	0	0	0	4743.5	83.6	25.2	22.5	24.8	14.7	80.5	8.3	8.9	0	0	0	0	0	1	0.017624117	0.005312533	0.004743333	0.005228207	0.003098978	0.016970591	0.001749763	0.001876252	0	0	0	0	0		
D4GYS3	Hydroxymethylbilane synthase	39301.89	38	FALSE	38	14	6	7	6	2	4	4	0	0	0	1	0	0	104569.8	769.4	39.1	40.6	24.8	19.1	41.3	22.5	0	0	0	337.7	0	0	1	0.007357765	0.000373913	0.000388257	0.000237162	0.000182653	0.000394952	0.000215167	0	0	0	0.003229422	0	0		
D4GV93	Secreted glycoprotein	232812.8	5	FALSE	3	1	3	2	2	2	2	2	3	3	2	0	1	0	973.9	108	167.9	72.4	24.1	33.5	46.7	54.4	54.9	162.1	89.7	0	18.2	0	1	0.110894342	0.17239963	0.074340281	0.024745867	0.034397782	0.047951535	0.055857891	0.056371291	0.166444193	0.092103912	0	0.01868775	0		Sec/SPI
D4GS33	HTH domain protein	14095.54	5	FALSE	0	0	0	0	1	0	4	4	5	5	5	4	3	1	0	0	0	0	22.2	0	156.2	1044.9	1372.5	2698.3	2429.3	1367.8	495.7	71.2	0	0	0	0	0.008227402	0	0.0578883	0.38724382	0.508653597	1	0.900307601	0.506911759	0.183708261	0.026386984		
D4GP56	Sirohydrochlorin cobaltochelatase	44141.82	24	FALSE	24	20	12	11	9	3	0	1	0	1	0	0	0	0	6176.8	1398.8	87.9	76	21.8	0.9	0	5.7	0	6.3	0	0	0	0	1	0.226460303	0.01423067	0.012304106	0.003529336	0.000145707	0	0.000922808	0	0.001019946	0	0	0	0		
D4GUH5	Carboxypeptidase Q	46937.66	5	FALSE	5	3	3	3	3	3	3	2	1	3	0	0	0	0	245.6	18.1	11.7	28.6	21.1	5.5	22.1	36	5.2	38.5	0	0	0	0	1	0.073697068	0.047638436	0.116449511	0.085912052	0.022394137	0.089983713	0.146579805	0.021172638	0.156758958	0	0	0	0		
D4GSA2	Catalase-peroxidase	80004.4	5	FALSE	4	3	4	4	2	3	1	2	0	0	0	0	0	0	108.6	31.2	36.2	29.9	20.6	4.3	4.9	18.5	0	0	0	0	0	0	1	0.287292818	0.333333333	0.275322284	0.189686924	0.039594843	0.045119705	0.170349908	0	0	0	0	0	0		
D4GXT0	Beta-lactamase domain protein	20808.88	6	FALSE	0	0	0	0	1	4	6	6	6	6	6	6	5	3	0	0	0	0	19.3	35.6	527.6	1736.4	2728.8	6709.7	5041.8	3986.6	2321.2	933.8	0	0	0	0	0.002876433	0.005305751	0.078632428	0.258789514	0.406694785	1	0.751419587	0.594154731	0.345946913	0.139171647		
D4GUL6	Glutamate synthase (Ferredoxin)	163908.14	5	FALSE	3	3	3	3	3	2	1	3	2	1	2	1	1	1	14	11	16.3	40.8	18.4	40.6	3.8	11.2	12	4.6	29.1	30.7	33.8	70.2	0.199430199	0.156695157	0.232193732	0.581196581	0.262108262	0.578347578	0.054131054	0.15954416	0.170940171	0.065527066	0.414529915	0.437321937	0.481481481	1		
D4H014	Ribonuclease R	50357.85	50	FALSE	50	8	9	6	4	3	0	3	2	0	0	0	0	0	46236.5	219.7	107.3	97.4	17.6	2.9	0	75.7	11.6	0	0	0	0	0	1	0.004751657	0.002320677	0.002106561	0.000380652	6.27E-05	0	0.001637235	0.000250884	0	0	0	0	0		
D4GRX6	Phosphoribosyl-ATP pyrophosphatase	11346.5	7	FALSE	7	2	4	4	2	2	1	0	0	1	0	0	0	0	9076.3	157.9	166.9	48.8	17.4	29.2	21.3	0	0	43.2	0	0	0	0	1	0.017396957	0.01838855	0.00537664	0.001917081	0.00321717	0.002346771	0	0	0.004759649	0	0	0	0		
D4GTU8	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"	57235.3	24	FALSE	24	8	7	8	2	1	2	4	0	0	0	0	0	0	14192	582.8	670	356.1	17.1	14.8	9.7	63.6	0	0	0	0	0	0	1	0.041065389	0.047209696	0.025091601	0.001204904	0.001042841	0.000683484	0.004481398	0	0	0	0	0	0		
D4GTF0	Serine--tRNA ligase	52038.28	7	FALSE	7	4	3	4	2	4	2	3	2	1	1	0	0	0	185.8	45.4	22.6	36.6	16.5	27.9	7.3	26.8	5.9	10.5	13.6	0	0	0	1	0.244348762	0.121636168	0.196986006	0.088805167	0.150161464	0.039289559	0.144241119	0.031754575	0.056512379	0.073196986	0	0	0		
D4GWU3	Ribonuclease Z-like protein	26650.58	14	FALSE	14	4	2	3	1	0	1	2	1	2	0	0	0	0	73280.2	450.1	113.7	2996.1	16	0	20.7	5	30.9	53.4	0	0	0	0	1	0.006142178	0.001551579	0.040885533	0.00021834	0	0.000282477	6.82E-05	0.000421669	0.00072871	0	0	0	0		
D4GTP0	Receiver box response regulator	14228.14	6	FALSE	0	0	0	0	2	0	1	2	4	6	6	6	6	6	0	0	0	0	13.8	0	113.5	294.8	913.5	3418.1	6162.8	10493.3	12743.5	17475.4	0	0	0	0	0.000789681	0	0.006494844	0.016869428	0.052273482	0.195594951	0.352655733	0.60046122	0.729225082	1		
D4GYI5	Glycerol kinase	56737.4	15	FALSE	14	6	4	2	1	0	0	1	2	0	1	2	1	0	1451.4	70.1	42.1	17.9	12.9	0	0	118	165.1	0	2096.5	1996	1164.8	0	0.692296685	0.03343668	0.020081088	0.00853804	0.006153112	0	0	0.056284283	0.078750298	0	1	0.952062962	0.555592654	0		
D4GYP1	Glutamate--argW ligase	31876.87	12	FALSE	12	7	2	4	2	2	1	2	0	0	0	0	0	0	4182.2	69.3	17.7	64.3	12.9	12.8	4.8	10.7	0	0	0	0	0	0	1	0.016570226	0.004232222	0.015374683	0.003084501	0.00306059	0.001147721	0.002558462	0	0	0	0	0	0		
D4GRD2	RND superfamily permease	89163.59	3	FALSE	0	0	0	0	2	1	0	2	1	1	3	2	2	2	0	0	0	0	12.9	4.7	0	27.4	14.8	41.3	56.4	279.6	277.8	220.3	0	0	0	0	0.046137339	0.016809728	0	0.097997139	0.052932761	0.147711016	0.201716738	1	0.993562232	0.787911302		
D4GSC8	Nicotinate phosphoribosyltransferase	41127.43	6	FALSE	6	1	1	1	1	1	1	0	0	0	0	0	1	0	353.3	186.3	115.2	37.1	12.8	20	2.1	0	0	0	0	0	145.8	0	1	0.527313898	0.326068497	0.105009907	0.036229833	0.056609114	0.005943957	0	0	0	0	0	0.412680442	0		
D4GUF3	"Glycosyltransferase, type 1"	39625.23	13	FALSE	0	0	0	0	1	3	1	2	2	4	7	9	8	13	0	0	0	0	12.6	29.5	11.6	91	62.3	159.2	460.8	745.9	960.3	2930.5	0	0	0	0	0.004299608	0.010066542	0.003958369	0.031052721	0.021259171	0.0543252	0.157242791	0.254529944	0.32769152	1		
D4GY63	Glutamate dehydrogenase	46668.84	8	FALSE	7	3	3	2	2	2	2	0	0	2	0	0	0	0	706.2	46.9	4.4	16.2	11.4	3.4	59.8	0	0	3.6	0	0	0	0	1	0.066411781	0.00623053	0.022939677	0.016142736	0.0048145	0.084678561	0	0	0.005097706	0	0	0	0		
D4GW72	Cysteine--tRNA ligase	55217.3	4	FALSE	3	2	3	0	2	0	1	2	1	0	0	1	0	0	72.4	13.8	12.8	0	3.5	0	5.3	18.1	12.9	0	0	34.9	0	0	1	0.190607735	0.17679558	0	0.048342541	0	0.07320442	0.25	0.178176796	0	0	0.482044199	0	0		
D4GP21	HTH-10 family transcription regulator	24584.42	2	FALSE	2	0	0	1	0	1	2	2	1	2	1	1	1	1	170	0	0	15	0	24.2	45.2	77	97.7	143.5	135.8	95	79.9	56.8	1	0	0	0.088235294	0	0.142352941	0.265882353	0.452941176	0.574705882	0.844117647	0.798823529	0.558823529	0.47	0.334117647		
D4GPJ5	LppX domain protein	42755.42	6	FALSE	6	0	0	0	0	1	2	2	2	2	2	1	1	0	321.1	0	0	0	0	13.8	42.3	102.5	100.6	144.4	136.9	11.8	6.4	0	1	0	0	0	0	0.042977266	0.131734662	0.319215198	0.313298038	0.449704142	0.426346932	0.036748676	0.019931486	0		
D4GTK5	Protein-export membrane protein SecD	55005.98	2	FALSE	1	2	2	2	0	1	1	1	1	0	1	1	1	1	107.4	74.4	90.4	72	0	5.8	7.1	23.2	5.1	0	15.2	65.8	143.9	163	0.658895706	0.456441718	0.554601227	0.441717791	0	0.035582822	0.043558282	0.142331288	0.031288344	0	0.093251534	0.403680982	0.882822086	1		
D4GXX3	ABC-type transport system periplasmic substrate-binding protein (Probable substrate sugar)	39212.43	4	FALSE	1	3	0	0	0	0	0	0	2	1	2	2	3	3	94.4	188.3	0	0	0	0	0	0	290.6	545.7	889.9	1180.6	2014.3	2570.6	0.036722944	0.073251381	0	0	0	0	0	0	0.113047538	0.21228507	0.34618377	0.459270209	0.783591379	1		Tat/SPII
D4GZ09	Peptidase M10 family protein	41323.06	7	FALSE	4	2	1	2	0	0	0	1	2	2	3	3	3	2	1715.4	50.8	12.6	25.3	0	0	0	46.2	88.7	431.1	610.4	764.8	982.3	1301.5	1	0.029614084	0.007345226	0.014748747	0	0	0	0.026932494	0.051708056	0.251311647	0.355835374	0.445843535	0.57263612	0.758715168		Sec/SPII
D4GZB7	DNA primase large subunit PriL	40049.2	10	FALSE	9	0	0	0	0	0	1	2	1	2	1	1	1	0	837.2	0	0	0	0	0	296.8	358	243.1	332.5	248.8	257.8	287.2	0	1	0	0	0	0	0	0.35451505	0.427615862	0.290372671	0.397157191	0.29718108	0.307931199	0.343048256	0		
