protein_id,signal_peptide,probability,cleavage_site,cleavage_site_prob
WP_254156784.1@GCF_024204665.1,Tat/SPI,0.999973,29-30,0.484784
WP_254156785.1@GCF_024204665.1,Tat/SPI,0.999986,36-37,0.913767
WP_254156789.1@GCF_024204665.1,Sec/SPI,0.999033,32-33,0.972426
WP_254156796.1@GCF_024204665.1,Tat/SPI,0.999954,29-30,0.936001
WP_254156799.1@GCF_024204665.1,Sec/SPI,0.954554,27-28,0.905612
WP_254156810.1@GCF_024204665.1,Sec/SPI,0.999037,27-28,0.966567
WP_254156875.1@GCF_024204665.1,Tat/SPI,0.999989,27-28,0.923678
WP_254156879.1@GCF_024204665.1,Tat/SPI,0.928843,48-49,0.731610
WP_254156880.1@GCF_024204665.1,Sec/SPI,0.997791,26-27,0.963211
WP_254156919.1@GCF_024204665.1,Tat/SPI,0.992991,22-23,0.773554
WP_254156936.1@GCF_024204665.1,Tat/SPII,0.999864,20-21,0.857584
WP_254156940.1@GCF_024204665.1,Tat/SPII,0.989066,23-24,0.850900
WP_254156971.1@GCF_024204665.1,Sec/SPII,0.539575,20-21,0.522204
WP_254156985.1@GCF_024204665.1,Tat/SPII,0.849701,22-23,0.727954
WP_254156987.1@GCF_024204665.1,Tat/SPI,0.957193,30-31,0.834028
WP_254156988.1@GCF_024204665.1,Tat/SPI,0.873833,47-48,0.745505
WP_254157001.1@GCF_024204665.1,Tat/SPI,0.967742,27-28,0.780073
WP_254157017.1@GCF_024204665.1,Tat/SPII,0.987625,24-25,0.836622
WP_254157020.1@GCF_024204665.1,Tat/SPII,0.989050,32-33,0.824066
WP_254157034.1@GCF_024204665.1,Tat/SPII,0.997347,27-28,0.845966
WP_254157061.1@GCF_024204665.1,Tat/SPI,0.980777,52-53,0.829801
WP_254157066.1@GCF_024204665.1,Tat/SPII,0.989847,31-32,0.837581
WP_254157115.1@GCF_024204665.1,Tat/SPI,0.999278,23-24,0.898702
WP_254157160.1@GCF_024204665.1,Sec/SPI,0.765172,61-62,0.000238
WP_254157166.1@GCF_024204665.1,Tat/SPI,0.999971,35-36,0.916176
WP_254157167.1@GCF_024204665.1,Tat/SPI,0.998700,42-43,0.848942
WP_254157243.1@GCF_024204665.1,Tat/SPI,0.999998,32-33,0.941099
WP_254157249.1@GCF_024204665.1,Sec/SPI,0.999002,23-24,0.970935
WP_254157256.1@GCF_024204665.1,Tat/SPII,0.761486,21-22,0.651096
WP_254157266.1@GCF_024204665.1,Tat/SPII,0.999828,22-23,0.851683
WP_254157284.1@GCF_024204665.1,Tat/SPII,0.996987,24-25,0.844939
WP_254157301.1@GCF_024204665.1,Tat/SPII,0.994974,33-34,0.817137
WP_254157314.1@GCF_024204665.1,Sec/SPII,1.000039,22-23,0.996119
WP_254157336.1@GCF_024204665.1,Sec/SPI,0.681927,28-29,0.499905
WP_254157344.1@GCF_024204665.1,Tat/SPII,0.936652,27-28,0.786863
WP_254157397.1@GCF_024204665.1,Tat/SPII,0.830984,22-23,0.703339
WP_254157544.1@GCF_024204665.1,Tat/SPII,0.701283,20-21,0.584483
WP_254157554.1@GCF_024204665.1,Sec/SPI,0.957534,25-26,0.544288
WP_254157763.1@GCF_024204665.1,Tat/SPI,0.996857,34-35,0.903266
WP_254157807.1@GCF_024204665.1,Tat/SPII,0.999966,23-24,0.848596
WP_254157821.1@GCF_024204665.1,Tat/SPII,0.837851,21-22,0.487128
WP_254157873.1@GCF_024204665.1,Sec/SPI,0.999084,20-21,0.962373
WP_254157879.1@GCF_024204665.1,Tat/SPII,0.993445,20-21,0.829191
WP_254157962.1@GCF_024204665.1,Tat/SPII,0.746311,20-21,0.618612
WP_254157972.1@GCF_024204665.1,Tat/SPII,0.995290,28-29,0.846502
WP_254158052.1@GCF_024204665.1,Sec/SPI,0.738708,36-37,0.688601
WP_254158062.1@GCF_024204665.1,Tat/SPI,0.885118,28-29,0.749208
WP_254158064.1@GCF_024204665.1,Tat/SPI,0.992724,40-41,0.806237
WP_254158070.1@GCF_024204665.1,Sec/SPII,1.000030,19-20,0.991966
WP_254158088.1@GCF_024204665.1,Tat/SPII,0.993322,21-22,0.842350
WP_254158104.1@GCF_024204665.1,Sec/SPI,0.998224,22-23,0.972678
WP_254158117.1@GCF_024204665.1,Tat/SPII,0.999711,26-27,0.845112
WP_254158122.1@GCF_024204665.1,Tat/SPII,0.770532,20-21,0.653875
WP_254158126.1@GCF_024204665.1,Tat/SPII,0.762601,21-22,0.650398
WP_254158132.1@GCF_024204665.1,Tat/SPII,0.998080,28-29,0.839704
WP_254158138.1@GCF_024204665.1,Tat/SPI,0.883326,30-31,0.689811
WP_254158140.1@GCF_024204665.1,Sec/SPI,0.981917,23-24,0.924038
WP_254158141.1@GCF_024204665.1,Tat/SPII,0.994680,27-28,0.836028
WP_254158142.1@GCF_024204665.1,Tat/SPI,0.984822,46-47,0.883197
WP_254158148.1@GCF_024204665.1,Sec/SPII,1.000019,20-21,0.977549
WP_254158167.1@GCF_024204665.1,Tat/SPII,0.993919,30-31,0.835379
WP_254158177.1@GCF_024204665.1,Tat/SPII,0.560744,19-20,0.464726
WP_254158198.1@GCF_024204665.1,Sec/SPII,0.993626,23-24,0.972594
WP_254158202.1@GCF_024204665.1,Tat/SPII,0.563109,19-20,0.435450
WP_254158223.1@GCF_024204665.1,Sec/SPI,0.861075,26-27,0.505540
WP_254158241.1@GCF_024204665.1,Tat/SPI,0.992875,49-50,0.869505
WP_254158257.1@GCF_024204665.1,Tat/SPI,0.990026,31-32,0.729793
WP_254158274.1@GCF_024204665.1,Tat/SPII,0.999828,26-27,0.846238
WP_254158276.1@GCF_024204665.1,Sec/SPI,0.736299,23-24,0.492211
WP_254158298.1@GCF_024204665.1,Tat/SPII,0.852196,23-24,0.721336
WP_254158307.1@GCF_024204665.1,Tat/SPI,0.922314,32-33,0.529609
WP_254158311.1@GCF_024204665.1,Tat/SPII,0.999652,27-28,0.844443
WP_254158317.1@GCF_024204665.1,Tat/SPI,0.832581,27-28,0.607204
WP_254158318.1@GCF_024204665.1,Sec/SPI,0.626322,26-27,0.598916
WP_254158341.1@GCF_024204665.1,Sec/SPI,0.985329,25-26,0.947027
WP_254158342.1@GCF_024204665.1,Sec/SPI,0.999128,25-26,0.957868
WP_254158362.1@GCF_024204665.1,Tat/SPII,0.741371,24-25,0.625349
WP_254158375.1@GCF_024204665.1,Tat/SPI,0.992125,30-31,0.812622
WP_254158395.1@GCF_024204665.1,Tat/SPII,0.871600,17-18,0.737068
WP_254158402.1@GCF_024204665.1,Tat/SPII,0.999250,20-21,0.842925
WP_254158427.1@GCF_024204665.1,Tat/SPI,0.898154,33-34,0.569483
WP_254158430.1@GCF_024204665.1,Tat/SPII,0.999427,25-26,0.852822
WP_254158436.1@GCF_024204665.1,Sec/SPII,1.000060,19-20,0.993674
WP_254158442.1@GCF_024204665.1,Sec/SPII,1.000040,20-21,0.995687
WP_254158468.1@GCF_024204665.1,Sec/SPII,1.000060,19-20,0.993633
WP_254158526.1@GCF_024204665.1,Tat/SPII,0.999901,30-31,0.835907
WP_254158536.1@GCF_024204665.1,Sec/SPI,0.995095,29-30,0.753717
WP_254158548.1@GCF_024204665.1,Sec/SPI,0.979232,28-29,0.923714
WP_254158562.1@GCF_024204665.1,Tat/SPII,0.997572,20-21,0.850615
WP_254158567.1@GCF_024204665.1,Tat/SPII,0.916261,20-21,0.779737
WP_254158572.1@GCF_024204665.1,Sec/SPIII,0.510358,16-17,0.190503
WP_254158574.1@GCF_024204665.1,Sec/SPIII,0.523625,12-13,0.276698
WP_254158575.1@GCF_024204665.1,Sec/SPIII,0.573822,14-15,0.346602
WP_254158587.1@GCF_024204665.1,Sec/SPII,0.641815,20-21,0.618783
WP_254158593.1@GCF_024204665.1,Tat/SPI,0.999978,33-34,0.917498
WP_254158626.1@GCF_024204665.1,Tat/SPII,0.978126,20-21,0.833525
WP_254158652.1@GCF_024204665.1,Tat/SPII,0.987996,26-27,0.836938
WP_254158667.1@GCF_024204665.1,Tat/SPII,0.994822,23-24,0.847468
WP_254158670.1@GCF_024204665.1,Tat/SPII,0.999850,26-27,0.852761
WP_254158699.1@GCF_024204665.1,Sec/SPI,0.656655,31-32,0.531530
WP_254158712.1@GCF_024204665.1,Sec/SPII,0.890686,17-18,0.867585
WP_254158732.1@GCF_024204665.1,Tat/SPI,0.743734,24-25,0.208285
WP_254158738.1@GCF_024204665.1,Tat/SPII,0.999901,24-25,0.850707
WP_254158781.1@GCF_024204665.1,Tat/SPII,0.939334,40-41,0.769929
WP_254158803.1@GCF_024204665.1,Sec/SPI,0.998541,24-25,0.957634
WP_254158807.1@GCF_024204665.1,Tat/SPII,0.972515,21-22,0.812643
WP_254158866.1@GCF_024204665.1,Sec/SPI,0.969745,27-28,0.431913
WP_254158868.1@GCF_024204665.1,Tat/SPII,0.984999,24-25,0.846184
WP_254158882.1@GCF_024204665.1,Sec/SPII,0.725857,19-20,0.686667
WP_254158904.1@GCF_024204665.1,Tat/SPII,0.999714,25-26,0.852114
WP_254158915.1@GCF_024204665.1,Tat/SPII,0.991728,23-24,0.838250
WP_254158919.1@GCF_024204665.1,Sec/SPI,0.998605,23-24,0.852850
WP_254158920.1@GCF_024204665.1,Sec/SPI,0.836213,24-25,0.789630
WP_254158921.1@GCF_024204665.1,Sec/SPI,0.998889,25-26,0.967394
WP_254158928.1@GCF_024204665.1,Sec/SPII,0.566526,20-21,0.553994
WP_254158973.1@GCF_024204665.1,Tat/SPII,0.793605,21-22,0.669252
WP_254159008.1@GCF_024204665.1,Tat/SPI,0.993711,26-27,0.631077
WP_254159046.1@GCF_024204665.1,Tat/SPII,0.999476,23-24,0.846696
WP_254159060.1@GCF_024204665.1,Sec/SPI,0.524253,25-26,0.430502
WP_254159062.1@GCF_024204665.1,Tat/SPI,0.999965,33-34,0.555901
WP_254159063.1@GCF_024204665.1,Sec/SPI,0.999162,22-23,0.986549
WP_254159073.1@GCF_024204665.1,Sec/SPI,0.678651,26-27,0.654719
WP_254159075.1@GCF_024204665.1,Tat/SPII,0.993889,24-25,0.839602
WP_254159093.1@GCF_024204665.1,Tat/SPI,0.628582,21-22,0.423202
WP_254159099.1@GCF_024204665.1,Tat/SPII,0.999805,23-24,0.854780
WP_254159129.1@GCF_024204665.1,Tat/SPII,0.999957,24-25,0.860726
WP_254159131.1@GCF_024204665.1,Sec/SPII,0.586211,28-29,0.179904
WP_254159159.1@GCF_024204665.1,Sec/SPI,0.934406,25-26,0.886147
WP_254159201.1@GCF_024204665.1,Tat/SPI,0.997441,31-32,0.891504
WP_254159208.1@GCF_024204665.1,Sec/SPI,0.998946,31-32,0.975755
WP_254159223.1@GCF_024204665.1,Sec/SPI,0.999219,20-21,0.974356
WP_254159226.1@GCF_024204665.1,Tat/SPI,0.850329,31-32,0.266817
WP_254159288.1@GCF_024204665.1,Tat/SPII,0.999688,31-32,0.841192
WP_254159315.1@GCF_024204665.1,Sec/SPI,0.742767,35-36,0.680034
WP_254159341.1@GCF_024204665.1,Tat/SPII,0.801162,20-21,0.671925
WP_254159369.1@GCF_024204665.1,Sec/SPII,1.000026,20-21,0.995923
WP_254159370.1@GCF_024204665.1,Sec/SPI,0.998838,37-38,0.336926
WP_254159373.1@GCF_024204665.1,Sec/SPI,0.593598,29-30,0.563222
WP_254159394.1@GCF_024204665.1,Tat/SPII,0.999925,27-28,0.845546
WP_254159449.1@GCF_024204665.1,Sec/SPI,0.564838,24-25,0.532512
WP_254159466.1@GCF_024204665.1,Sec/SPI,0.998897,23-24,0.979163
WP_254159474.1@GCF_024204665.1,Sec/SPII,0.745169,19-20,0.727507
WP_254159485.1@GCF_024204665.1,Tat/SPII,0.994801,26-27,0.831846
WP_254159526.1@GCF_024204665.1,Tat/SPII,0.999831,20-21,0.849895
WP_254159534.1@GCF_024204665.1,Sec/SPI,0.828277,34-35,0.749503
WP_254159538.1@GCF_024204665.1,Tat/SPII,0.969909,30-31,0.801092
WP_254159544.1@GCF_024204665.1,Sec/SPI,0.838066,32-33,0.652821
WP_254159550.1@GCF_024204665.1,Tat/SPI,0.997059,47-48,0.726509
WP_254159566.1@GCF_024204665.1,Sec/SPII,0.911034,27-28,0.900915
WP_254159567.1@GCF_024204665.1,Sec/SPI,0.602428,36-37,0.571568
WP_254159568.1@GCF_024204665.1,Sec/SPI,0.714451,43-44,0.706568
WP_254159583.1@GCF_024204665.1,Tat/SPII,0.571433,20-21,0.477926
WP_254159595.1@GCF_024204665.1,Tat/SPI,0.796855,59-60,0.464704
WP_254159611.1@GCF_024204665.1,Tat/SPI,0.962259,48-49,0.627000
WP_254159630.1@GCF_024204665.1,Tat/SPII,0.639528,17-18,0.556313
WP_254159638.1@GCF_024204665.1,Sec/SPII,1.000040,19-20,0.993856
WP_254159644.1@GCF_024204665.1,Tat/SPII,0.743209,21-22,0.618816
WP_254159646.1@GCF_024204665.1,Sec/SPI,0.999047,26-27,0.975524
WP_254159679.1@GCF_024204665.1,Tat/SPII,0.963940,26-27,0.815363
WP_254159691.1@GCF_024204665.1,Tat/SPI,0.639470,39-40,0.401223
WP_254159698.1@GCF_024204665.1,Sec/SPI,0.998836,22-23,0.952839
WP_254159713.1@GCF_024204665.1,Tat/SPI,0.998755,35-36,0.317805
WP_254159766.1@GCF_024204665.1,Tat/SPI,0.999989,25-26,0.919530
WP_254159786.1@GCF_024204665.1,Sec/SPI,0.550675,29-30,0.393707
WP_254159792.1@GCF_024204665.1,Sec/SPI,0.997605,36-37,0.915672
WP_254159816.1@GCF_024204665.1,Sec/SPII,0.849545,22-23,0.830163
WP_254159819.1@GCF_024204665.1,Tat/SPI,0.999940,30-31,0.859237
WP_254159859.1@GCF_024204665.1,Tat/SPII,0.995054,24-25,0.843448
WP_254159944.1@GCF_024204665.1,Tat/SPI,0.984999,48-49,0.646496
WP_254159945.1@GCF_024204665.1,Tat/SPI,0.984489,57-58,0.839122
WP_254160041.1@GCF_024204665.1,Tat/SPI,0.858187,30-31,0.465205
WP_254160104.1@GCF_024204665.1,Tat/SPI,0.960771,62-63,0.866062
WP_254160123.1@GCF_024204665.1,Sec/SPI,0.620319,32-33,0.481400
WP_254160125.1@GCF_024204665.1,Sec/SPI,0.807226,30-31,0.748685
WP_254160165.1@GCF_024204665.1,Tat/SPI,0.946957,51-52,0.845113
WP_254160169.1@GCF_024204665.1,Tat/SPII,0.994681,22-23,0.840958
WP_254160256.1@GCF_024204665.1,Tat/SPII,0.999459,22-23,0.855343
WP_254160257.1@GCF_024204665.1,Tat/SPI,0.674921,30-31,0.572900
WP_254160258.1@GCF_024204665.1,Tat/SPI,0.784652,23-24,0.588186
WP_254160271.1@GCF_024204665.1,Tat/SPI,0.999949,35-36,0.895683
WP_254160340.1@GCF_024204665.1,Tat/SPII,0.999958,26-27,0.846715
WP_254160348.1@GCF_024204665.1,Tat/SPII,0.452571,64-65,0.387738
WP_254160354.1@GCF_024204665.1,Tat/SPI,0.999645,40-41,0.909448
WP_254160357.1@GCF_024204665.1,Tat/SPII,0.535480,19-20,0.446065
WP_254160361.1@GCF_024204665.1,Tat/SPII,0.999614,31-32,0.838142
WP_254160372.1@GCF_024204665.1,Sec/SPI,0.946573,13-14,0.824462
WP_254160439.1@GCF_024204665.1,Sec/SPI,0.516171,39-40,0.492339
WP_254160872.1@GCF_024204665.1,Sec/SPII,0.790038,20-21,0.776506
WP_254160908.1@GCF_024204665.1,Tat/SPII,0.999918,21-22,0.849773
WP_254161013.1@GCF_024204665.1,Tat/SPII,0.976792,44-45,0.813102
WP_254161015.1@GCF_024204665.1,Sec/SPI,0.999136,15-16,0.974929
WP_254161058.1@GCF_024204665.1,Tat/SPII,0.999919,27-28,0.837547
WP_254161177.1@GCF_024204665.1,Tat/SPI,0.999982,29-30,0.904238
WP_254161193.1@GCF_024204665.1,Tat/SPII,0.979651,31-32,0.834498
WP_254161195.1@GCF_024204665.1,Sec/SPII,0.999596,24-25,0.948413
WP_254161266.1@GCF_024204665.1,Sec/SPII,0.707490,20-21,0.687434
WP_254161297.1@GCF_024204665.1,Sec/SPI,0.999074,23-24,0.975837
WP_254161299.1@GCF_024204665.1,Sec/SPI,0.650069,26-27,0.745027
WP_254161417.1@GCF_024204665.1,Sec/SPII,0.982569,20-21,0.966273
WP_254161419.1@GCF_024204665.1,Tat/SPI,0.976974,58-59,0.862399
WP_254161431.1@GCF_024204665.1,Tat/SPII,0.999516,32-33,0.844250
WP_254161445.1@GCF_024204665.1,Tat/SPII,0.997198,31-32,0.836437
WP_254161449.1@GCF_024204665.1,Tat/SPI,0.609220,28-29,0.447380
WP_254161636.1@GCF_024204665.1,Tat/SPI,0.999753,30-31,0.881501
WP_254161638.1@GCF_024204665.1,Tat/SPI,0.999726,32-33,0.913001
WP_256548200.1@GCF_024204665.1,Tat/SPII,0.667689,33-34,0.525379
WP_305882361.1@GCF_024204665.1,Tat/SPI,0.999967,33-34,0.887114
WP_254271010.1@GCF_024218775.1,Sec/SPI,0.984356,14-15,0.957474
WP_254271019.1@GCF_024218775.1,Tat/SPII,0.998710,31-32,0.850812
WP_254271023.1@GCF_024218775.1,Tat/SPII,0.996609,31-32,0.850250
WP_254271029.1@GCF_024218775.1,Tat/SPI,0.960962,39-40,0.291757
WP_254271032.1@GCF_024218775.1,Tat/SPII,0.565628,62-63,0.455603
WP_254271042.1@GCF_024218775.1,Tat/SPI,0.999865,44-45,0.671430
WP_254271059.1@GCF_024218775.1,Sec/SPI,0.559728,26-27,0.642935
WP_254271091.1@GCF_024218775.1,Sec/SPI,0.999074,29-30,0.964836
WP_254271105.1@GCF_024218775.1,Sec/SPII,1.000061,19-20,0.981379
WP_254271151.1@GCF_024218775.1,Sec/SPII,1.000048,18-19,0.994527
WP_254271156.1@GCF_024218775.1,Sec/SPI,0.767228,26-27,0.561716
WP_254271160.1@GCF_024218775.1,Sec/SPII,1.000071,19-20,0.995214
WP_254271167.1@GCF_024218775.1,Sec/SPI,0.998225,24-25,0.840845
WP_254271196.1@GCF_024218775.1,Tat/SPII,0.999904,27-28,0.844632
WP_254271202.1@GCF_024218775.1,Sec/SPI,0.999017,24-25,0.938117
WP_254271203.1@GCF_024218775.1,Sec/SPI,0.465654,27-28,0.276852
WP_254271206.1@GCF_024218775.1,Tat/SPI,0.960484,41-42,0.854230
WP_254271238.1@GCF_024218775.1,Tat/SPI,0.999963,33-34,0.925922
WP_254271251.1@GCF_024218775.1,Tat/SPII,0.998614,32-33,0.837961
WP_254271255.1@GCF_024218775.1,Tat/SPI,0.863214,28-29,0.597615
WP_254271260.1@GCF_024218775.1,Tat/SPII,0.999836,29-30,0.843364
WP_254271267.1@GCF_024218775.1,Tat/SPII,0.992666,35-36,0.838759
WP_254271304.1@GCF_024218775.1,Tat/SPII,0.999354,31-32,0.837337
WP_254271307.1@GCF_024218775.1,Sec/SPII,1.000046,20-21,0.989194
WP_254271327.1@GCF_024218775.1,Tat/SPII,0.999830,24-25,0.847046
WP_254271334.1@GCF_024218775.1,Tat/SPII,0.999918,24-25,0.853217
WP_254271381.1@GCF_024218775.1,Tat/SPII,0.915287,18-19,0.774618
WP_254271410.1@GCF_024218775.1,Tat/SPI,0.954145,31-32,0.377055
WP_254271418.1@GCF_024218775.1,Sec/SPI,0.874701,25-26,0.882793
WP_254271424.1@GCF_024218775.1,Tat/SPII,0.998563,24-25,0.838542
WP_254271459.1@GCF_024218775.1,Sec/SPI,0.999001,34-35,0.964461
WP_254271541.1@GCF_024218775.1,Tat/SPI,0.981806,40-41,0.861226
WP_254271552.1@GCF_024218775.1,Tat/SPII,0.998478,26-27,0.846763
WP_254271570.1@GCF_024218775.1,Tat/SPI,0.977900,43-44,0.850738
WP_254271588.1@GCF_024218775.1,Tat/SPII,0.999550,29-30,0.850017
WP_254271605.1@GCF_024218775.1,Tat/SPII,0.996094,35-36,0.830305
WP_254271616.1@GCF_024218775.1,Sec/SPI,0.733759,33-34,0.517011
WP_254271633.1@GCF_024218775.1,Sec/SPI,0.990224,32-33,0.404413
WP_254271634.1@GCF_024218775.1,Tat/SPII,0.999774,31-32,0.844613
WP_254271642.1@GCF_024218775.1,Tat/SPII,0.996841,22-23,0.842166
WP_254271649.1@GCF_024218775.1,Sec/SPI,0.662216,26-27,0.749537
WP_254271659.1@GCF_024218775.1,Tat/SPII,0.982973,21-22,0.834255
WP_254271667.1@GCF_024218775.1,Sec/SPI,0.580880,57-58,0.515566
WP_254271680.1@GCF_024218775.1,Sec/SPII,0.991871,18-19,0.972845
WP_254271703.1@GCF_024218775.1,Sec/SPI,0.790851,27-28,0.854269
WP_254271704.1@GCF_024218775.1,Tat/SPII,0.506577,20-21,0.423490
WP_254271727.1@GCF_024218775.1,Sec/SPIII,0.592047,5-6,0.428000
WP_254271730.1@GCF_024218775.1,Tat/SPII,0.999514,25-26,0.837127
WP_254271735.1@GCF_024218775.1,Tat/SPII,0.999031,20-21,0.843288
WP_254271744.1@GCF_024218775.1,Sec/SPI,0.838464,27-28,0.777323
WP_254271747.1@GCF_024218775.1,Sec/SPII,1.000054,19-20,0.996174
WP_254271765.1@GCF_024218775.1,Sec/SPI,0.999011,28-29,0.968420
WP_254271767.1@GCF_024218775.1,Sec/SPI,0.860276,32-33,0.835194
WP_254271799.1@GCF_024218775.1,Tat/SPII,0.999917,28-29,0.847754
WP_254271844.1@GCF_024218775.1,Sec/SPI,0.998884,26-27,0.974951
WP_254271887.1@GCF_024218775.1,Tat/SPII,0.999938,26-27,0.848442
WP_254271896.1@GCF_024218775.1,Tat/SPI,0.917334,61-62,0.426081
WP_254271945.1@GCF_024218775.1,Sec/SPII,1.000030,18-19,0.995445
WP_254271958.1@GCF_024218775.1,Tat/SPII,0.997695,20-21,0.856751
WP_254271970.1@GCF_024218775.1,Tat/SPII,0.997652,21-22,0.832628
WP_254271971.1@GCF_024218775.1,Tat/SPI,0.999982,34-35,0.897825
WP_254271979.1@GCF_024218775.1,Tat/SPII,0.822585,16-17,0.702354
WP_254271980.1@GCF_024218775.1,Tat/SPI,0.874801,26-27,0.749068
WP_254271992.1@GCF_024218775.1,Sec/SPII,0.905371,18-19,0.872760
WP_254272021.1@GCF_024218775.1,Sec/SPII,1.000024,20-21,0.993021
WP_254272030.1@GCF_024218775.1,Tat/SPI,0.999985,34-35,0.913433
WP_254272039.1@GCF_024218775.1,Sec/SPI,0.816122,30-31,0.893752
WP_254272040.1@GCF_024218775.1,Sec/SPI,0.999125,22-23,0.979365
WP_254272051.1@GCF_024218775.1,Sec/SPII,0.975092,14-15,0.952611
WP_254272068.1@GCF_024218775.1,Tat/SPI,0.998978,30-31,0.928214
WP_254272073.1@GCF_024218775.1,Sec/SPII,1.000051,16-17,0.994924
WP_254272081.1@GCF_024218775.1,Tat/SPII,0.842992,19-20,0.699429
WP_254272096.1@GCF_024218775.1,Sec/SPI,0.965988,18-19,0.888252
WP_254272097.1@GCF_024218775.1,Tat/SPI,0.985153,31-32,0.874388
WP_254272101.1@GCF_024218775.1,Sec/SPI,0.999032,26-27,0.971195
WP_254272114.1@GCF_024218775.1,Sec/SPI,0.998829,23-24,0.971936
WP_254272126.1@GCF_024218775.1,Sec/SPII,1.000005,14-15,0.984566
WP_254272127.1@GCF_024218775.1,Sec/SPI,0.999100,25-26,0.971877
WP_254272128.1@GCF_024218775.1,Sec/SPI,0.999141,26-27,0.975762
WP_254272136.1@GCF_024218775.1,Sec/SPII,1.000019,16-17,0.995541
WP_254272143.1@GCF_024218775.1,Tat/SPII,0.973291,21-22,0.821766
WP_254272208.1@GCF_024218775.1,Sec/SPI,0.999099,28-29,0.976843
WP_254272216.1@GCF_024218775.1,Tat/SPII,0.963138,39-40,0.781017
WP_254272217.1@GCF_024218775.1,Tat/SPII,0.998370,24-25,0.845023
WP_254272218.1@GCF_024218775.1,Tat/SPII,0.674960,19-20,0.573979
WP_254272227.1@GCF_024218775.1,Tat/SPII,0.739848,20-21,0.613928
WP_254272238.1@GCF_024218775.1,Tat/SPII,0.999792,25-26,0.841683
WP_254272269.1@GCF_024218775.1,Sec/SPI,0.748380,23-24,0.509388
WP_254272273.1@GCF_024218775.1,Tat/SPII,0.560187,27-28,0.460492
WP_254272283.1@GCF_024218775.1,Tat/SPI,0.921670,45-46,0.624289
WP_254272306.1@GCF_024218775.1,Tat/SPII,0.996714,40-41,0.836139
WP_254272321.1@GCF_024218775.1,Sec/SPI,0.989363,16-17,0.948147
WP_254272322.1@GCF_024218775.1,Tat/SPII,0.895223,39-40,0.746602
WP_254272374.1@GCF_024218775.1,Sec/SPI,0.997954,35-36,0.953945
WP_254272384.1@GCF_024218775.1,Tat/SPII,0.998079,22-23,0.844165
WP_254272390.1@GCF_024218775.1,Tat/SPII,0.992557,25-26,0.838720
WP_254272391.1@GCF_024218775.1,Sec/SPII,0.593133,19-20,0.577707
WP_254272406.1@GCF_024218775.1,Tat/SPII,0.859695,21-22,0.723064
WP_254272414.1@GCF_024218775.1,Tat/SPII,0.994867,25-26,0.852423
WP_254272417.1@GCF_024218775.1,Sec/SPI,0.985162,30-31,0.940668
WP_254272428.1@GCF_024218775.1,Sec/SPI,0.956074,36-37,0.863904
WP_254272440.1@GCF_024218775.1,Sec/SPI,0.999191,23-24,0.523984
WP_254272441.1@GCF_024218775.1,Sec/SPI,0.999011,24-25,0.969721
WP_254272450.1@GCF_024218775.1,Sec/SPII,1.000054,17-18,0.994844
WP_254272464.1@GCF_024218775.1,Tat/SPII,0.968012,24-25,0.812234
WP_254272472.1@GCF_024218775.1,Tat/SPII,0.905182,20-21,0.749647
WP_254272502.1@GCF_024218775.1,Tat/SPI,0.999952,25-26,0.876130
WP_254272503.1@GCF_024218775.1,Sec/SPI,0.996294,26-27,0.943392
WP_254272508.1@GCF_024218775.1,Sec/SPI,0.998850,39-40,0.954702
WP_254272509.1@GCF_024218775.1,Sec/SPI,0.998954,35-36,0.954869
WP_254272529.1@GCF_024218775.1,Tat/SPII,0.999204,30-31,0.839097
WP_254272537.1@GCF_024218775.1,Sec/SPI,0.863146,31-32,0.803394
WP_254272538.1@GCF_024218775.1,Tat/SPII,0.999327,25-26,0.842403
WP_254272566.1@GCF_024218775.1,Tat/SPI,0.945056,42-43,0.791500
WP_254272572.1@GCF_024218775.1,Tat/SPII,0.505409,25-26,0.427569
WP_254272579.1@GCF_024218775.1,Tat/SPII,0.576251,18-19,0.485664
WP_254272588.1@GCF_024218775.1,Sec/SPII,1.000078,19-20,0.996228
WP_254272589.1@GCF_024218775.1,Sec/SPI,0.996911,20-21,0.715956
WP_254272607.1@GCF_024218775.1,Tat/SPI,0.999745,29-30,0.757216
WP_254272628.1@GCF_024218775.1,Sec/SPII,1.000046,18-19,0.974327
WP_254272629.1@GCF_024218775.1,Sec/SPII,0.670955,17-18,0.653701
WP_254272647.1@GCF_024218775.1,Sec/SPI,0.998905,23-24,0.971543
WP_254272648.1@GCF_024218775.1,Sec/SPI,0.999057,28-29,0.972915
WP_254272691.1@GCF_024218775.1,Sec/SPI,0.999052,21-22,0.978864
WP_254272692.1@GCF_024218775.1,Tat/SPII,0.999842,24-25,0.845315
WP_254272711.1@GCF_024218775.1,Tat/SPI,0.999953,33-34,0.905177
WP_254272752.1@GCF_024218775.1,Sec/SPI,0.999211,23-24,0.935779
WP_254272758.1@GCF_024218775.1,Tat/SPII,0.819767,24-25,0.717678
WP_254272767.1@GCF_024218775.1,Sec/SPI,0.513022,33-34,0.334378
WP_254272768.1@GCF_024218775.1,Sec/SPII,1.000043,15-16,0.989648
WP_254272790.1@GCF_024218775.1,Tat/SPII,0.923547,24-25,0.773032
WP_254272799.1@GCF_024218775.1,Sec/SPI,0.990891,24-25,0.874381
WP_254272800.1@GCF_024218775.1,Sec/SPI,0.998848,26-27,0.967475
