query_organism,query_accession,query_protein_id,query_pfam_domain,query_start,query_end,target_accession,target_protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_organism_name,rank_sequence,rank_structure,average_rank
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_013359215.1,NUM34896.1,Bacteria,Planctomycetota,Uabimicrobiia,Uabimicrobiales,JABWCH01,JABWCH01,JABWCH01 sp013359215,Candidatus Brocadiae bacterium,416,100,258
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_009856355.1,WP_237418657.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Halobacillus,Halobacillus litoralis_B,Halobacillus litoralis,401,119,260
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900103535.1,WP_245675166.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera_A,Megasphaera_A paucivorans,Megasphaera paucivorans,493,35,264
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_900095875.1,LT608311.1_1318,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Caecibacter,Caecibacter massiliensis,Caecibacter massiliensis,418,125,271.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_003814815.1,WP_242005968.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Salisediminibacteriaceae,Salisediminibacterium,Salisediminibacterium halotolerans,Salisediminibacterium halotolerans,296,256,276
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_020707265.1,WP_227800076.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria,Telluria sp020707265,Massilia sp. IC2-477,473,82,277.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900070365.1,WP_054046659.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinokineospora,Actinokineospora sp900070365,Alloactinosynnema sp. L-07,491,67,279
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_020711195.1,WP_229345022.1,Bacteria,Bacillota_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium sp020711195,Halanaerobium sp. Z-7514,533,33,283
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_944377145.1,CALWEH010000010.1_74,Bacteria,Bacillota_A,Clostridia,Christensenellales,UBA1242,Onthoplasma,Onthoplasma sp944377145,uncultured Clostridia bacterium,125,460,292.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000239275.1,WP_006790412.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus geminatus,Anaeroglobus geminatus F0357,535,54,294.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_944390445.1,CALXQB010000044.1_2,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXRW01,CALXRW01 sp944390445,uncultured Clostridia bacterium,443,153,298
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_910583945.1,CAJTYF010000006.1_5,Bacteria,Bacillota,Bacilli,RF39,UBA660,MGBC108787,MGBC108787 sp910583945,uncultured Bacilli bacterium,502,97,299.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_900545025.1,UQXH01000001.1_73,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,URXU01,URXU01 sp900545025,uncultured Phascolarctobacterium sp.,382,228,305
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000154825.1,WP_007049548.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,Anaerofustis stercorihominis,Anaerofustis stercorihominis DSM 17244,517,95,306
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_900541915.1,UQLS01000001.1_141,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,URXU01,URXU01 sp900541915,uncultured Phascolarctobacterium sp.,380,241,310.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_014202425.1,WP_184790783.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Phytomonospora,Phytomonospora endophytica,Phytomonospora endophytica,604,28,316
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_900546685.1,UREB01000044.1_8,Bacteria,Bacillota_A,Clostridia,Christensenellales,QAND01,UMGS1975,UMGS1975 sp900546685,uncultured Eubacteriales bacterium,46,587,316.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_014904695.1,WP_226890045.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Komarekiella,Komarekiella sp014904695,Nostoc sp. MG11,516,122,319
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_018903255.1,MBU4541809.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium sp018903255,Firmicutes bacterium,592,51,321.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_900540295.1,UQFM01000005.1_21,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Fimenecus,Fimenecus sp900540295,uncultured Oscillospiraceae bacterium,504,144,324
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_903856085.1,CAIOAT010000018.1_11,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,Aquincolibacteriaceae,Aquincolibacterium,Aquincolibacterium lacustre,Candidatus Omnitrophica bacterium,537,116,326.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_910579615.1,CAJTUA010000002.1_3,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,RGIG4057,RGIG4057 sp910579615,uncultured Lachnospiraceae bacterium,567,104,335.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_013407955.1,WP_179756157.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Microlunatus_B,Microlunatus_B parietis,Microlunatus parietis,614,66,340
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_015058625.1,MBE6084625.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_A,Selenomonas_A ruminantium_N,Selenomonas ruminantium,584,108,346
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_002075285.3,WP_080805312.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Halomicronema_B,Halomicronema_B hongdechloris,Halomicronema hongdechloris C2206,563,132,347.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900116555.1,WP_092979451.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinopolyspora,Actinopolyspora righensis,Actinopolyspora righensis,542,159,350.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000423085.1,WP_081684038.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Granulicoccus,Granulicoccus phenolivorans,Granulicoccus phenolivorans DSM 17626 = NBRC 107789 = JCM 15570,634,77,355.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000213975.1,WP_006306162.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,Centipeda periodontii,Centipeda periodontii DSM 2778,594,120,357
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_001766835.1,WP_084633794.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium wieringae,Acetobacterium wieringae,659,58,358.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_900552005.1,URXU01000001.1_18,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,URXU01,URXU01 sp900552005,uncultured Phascolarctobacterium sp.,496,227,361.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_003599235.1,RJQ32862.1,Bacteria,Actinomycetota,Aquicultoria,SURF-47,SURF-47,SURF-47,SURF-47 sp003599235,Actinobacteria bacterium,624,106,365
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_022649055.1,MCI1822325.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera_A,Megasphaera_A sp022649055,Megasphaera sp.,577,154,365.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_015265235.1,MBF1694016.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,Centipeda sp015265235,Selenomonas sp.,544,193,368.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900240295.1,WP_023053909.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus vaginalis,'Megasphaera vaginalis' Bordigoni et al. 2020,622,124,373
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_000433675.1,CDD29878.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-433,CAG-433 sp000433675,Clostridium sp. CAG:433,727,27,377
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_012518615.1,NLJ64099.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,DTU024,DTU024 sp012518615,Christensenellaceae bacterium,510,252,381
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_910574835.1,CAJTDE010000024.1_19,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Merdisoma,Merdisoma sp910574835,Clostridia bacterium,746,21,383.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023819025.1,MCM8776234.1,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,Aquincolibacteriaceae,JAMWDC01,JAMWDC01 sp023819025,Candidatus Omnitrophica bacterium,610,171,390.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_002886185.1,WP_110938831.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Salisediminibacteriaceae,Salipaludibacillus,Salipaludibacillus neizhouensis,Salipaludibacillus neizhouensis,291,497,394
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_016820655.1,WP_203366152.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,SIT17,Anaeromonas,Anaeromonas frigoriresistens,Anaeromonas frigoriresistens,726,62,394
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_018385275.1,MBS7262643.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,MB2-83,MB2-83,MB2-83 sp018385275,Eubacteriales bacterium,671,118,394.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_024171865.1,WP_253830987.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Prauserella,Prauserella aidingensis,Prauserella aidingensis,643,201,422
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023408315.1,JAEYKI010000008.1_463,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,JAEYKI01,JAEYKI01 sp023408315,Firmicutes bacterium,572,279,425.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000702945.1,WP_051685123.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp000702945,Clostridium sp. KNHs205,492,373,432.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_009741735.1,WP_156644206.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus_B,Lentibacillus_B sp009741735,Lentibacillus sp. JNUCC-1,700,187,443.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000956595.1,WP_237758575.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_H,Priestia,Priestia aryabhattai,Priestia aryabhattai B8W22,725,165,445
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_001676615.1,WP_068295631.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Labrys sp001676615,Labrys sp. WJW,813,80,446.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000178855.1,WP_007908781.1,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Ktedonobacter racemifer,Ktedonobacter racemifer DSM 44963,405,498,451.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_944390965.1,CALXRW010000002.1_57,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CALXRW01,CALXRW01 sp944390965,uncultured Clostridia bacterium,732,176,454
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023461435.1,JAEYLC010000026.1_56,Bacteria,Bacillota_A,Clostridia,Christensenellales,SZUA-584,SZUA-584,SZUA-584 sp023461435,Firmicutes bacterium,779,129,454
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_017656135.1,MBO8127449.1,Bacteria,Bacillota_G,UBA5301,UBA5301,UBA5301,JACDOJ01,JACDOJ01 sp017656135,Firmicutes bacterium,712,200,456
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900156645.1,WP_076558956.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Halobacillaceae,Salimicrobium,Salimicrobium flavidum,Salimicrobium flavidum,281,631,456
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_014269395.1,WP_246415315.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Caecibacter,Caecibacter hominis,Megasphaera hominis,836,79,457.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_021163815.1,MCD6261999.1,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,JAGGTJ01 sp021163815,Deltaproteobacteria bacterium,570,366,468
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900112765.1,WP_092923025.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinopolyspora,Actinopolyspora alba,Actinopolyspora alba,562,377,469.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000145275.1,WP_010073829.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_K,Clostridium_K cellulovorans,Clostridium cellulovorans 743B,690,260,475
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_934130435.1,CAKOYB010000001.1_98,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,HGM13634,HGM13634 sp934130435,uncultured Clostridia bacterium,734,217,475.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000832985.1,WP_223260191.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_H,Priestia,Priestia megaterium,Priestia megaterium NBRC 15308 = ATCC 14581,724,231,477.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_003367905.1,WP_232818754.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera stantonii,Megasphaera stantonii,739,218,478.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_017396125.1,MBQ4049044.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Pumilibacteraceae,RGIG1965,RGIG1965 sp017396125,Clostridia bacterium,528,431,479.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_019359275.1,MBW4538780.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Myxacorys,Myxacorys chilensis,Myxacorys chilensis ATA2-1-KO14,775,188,481.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900112045.1,WP_090241136.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus,Lentibacillus halodurans,Lentibacillus halodurans,595,393,494
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_015067305.1,MBE6891512.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,UBA644,HGM12619,HGM12619 sp015067305,Oscillospiraceae bacterium,323,705,514
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_018885265.1,WP_216213395.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis_D,Amycolatopsis_D aidingensis,Amycolatopsis aidingensis,363,666,514.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_017934955.1,MBP3284167.1,Bacteria,Bacillota_A,Clostridia,TANB77,RGIG9151,RGIG9151,RGIG9151 sp017934955,Clostridia bacterium,802,250,526
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_017457305.1,MBQ9706481.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-314,Fimimonas,Fimimonas sp017457305,Clostridia bacterium,461,598,529.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_002490525.1,DKUE01000007.1_48,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Fimenecus,Fimenecus sp002490525,Ruminococcaceae bacterium UBA7212,800,263,531.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_009774395.1,VSNQ01000133.1_4,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,COE1 sp009774395,Lachnospiraceae bacterium,926,137,531.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_003614925.1,WP_120520584.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_G,Arthrobacter_G celericrescens,Arthrobacter celericrescens,685,400,542.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900178005.1,WP_085522192.1,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Marseille-P3662,Marseille-P3662 sp900178005,Tuberibacillus sp. Marseille-P3662,451,636,543.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_900155415.1,LT700187.1_1999,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella massiliensis,Christensenella massiliensis,738,352,545
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023396555.1,JAEWWC010000237.1_5,Bacteria,Bacillota_A,Clostridia,Christensenellales,SZUA-584,SZUA-584,SZUA-584 sp023396555,Firmicutes bacterium,358,738,548
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_017635875.1,MBO6305335.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,RGIG9201,RGIG9201 sp017635875,Selenomonadaceae bacterium,884,223,553.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023421675.1,JAEZTC010000015.1_39,Bacteria,Bacillota_A,Clostridia,Acetivibrionales,JANLFN01,JAEZTC01,JAEZTC01 sp023421675,Firmicutes bacterium,407,704,555.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_009749465.1,WP_197738130.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agromyces,Agromyces terreus,Agromyces terreus,284,845,564.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_002434335.1,DJJW01000054.1_31,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp002434335,Lachnoclostridium sp. UBA6558,639,493,566
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023228885.1,MCK9479867.1,Bacteria,Bacillota_A,Clostridia,Monoglobales,Firm-18,JAAZFB01,JAAZFB01 sp023228885,Firmicutes bacterium,845,298,571.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_934149275.1,CAKPEG010000005.1_33,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,UMGS1994,UMGS1994 sp934149275,uncultured Clostridia bacterium,901,249,575
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_003610495.1,WP_120191833.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Sinobaca,Sinobaca qinghaiensis,Sinobaca qinghaiensis,863,293,578
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_013178305.1,NPV71319.1,Bacteria,Bacillota_E,JABLXB01,JABLXB01,JABLXB01,JABLXB01,JABLXB01 sp013178305,Firmicutes bacterium,905,259,582
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000807255.1,WP_003446299.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,Clostridium_I pasteurianum,Clostridium pasteurianum DSM 525 = ATCC 6013,847,342,594.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000702485.1,WP_156039986.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_H,Alicyclobacillus_H macrosporangiidus_B,Alicyclobacillus macrosporangiidus CPP55,515,682,598.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000380165.1,WP_018384512.1,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces_A,Streptomyces_A vitaminophilus,Streptomyces vitaminophilus DSM 41686,721,478,599.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_944383355.1,CALWPF010000017.1_5,Bacteria,Bacillota_A,Clostridia,Christensenellales,UBA1242,RUG666,RUG666 sp944383355,uncultured Clostridia bacterium,450,792,621
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_934190775.1,CAKPTG010000010.1_55,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp934190775,uncultured Phascolarctobacterium sp.,928,332,630
