assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
GCF_008124605.1,WP_010903034.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum
GCF_008389435.1,WP_201448535.1,PF01471.21,PG_binding_1,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus sp008389435
GCF_008729015.1,WP_151099683.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp008729015
GCF_008831545.1,WP_158059112.1,PF06347.16,SH3_4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus halophilus
GCF_008831545.1,WP_158059112.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus halophilus
GCF_008831545.1,WP_158059112.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus halophilus
GCF_008831545.1,WP_225741265.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus halophilus
GCF_009176545.1,WP_152042262.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum salinum
GCF_009184545.1,WP_152120623.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis rubeus
GCF_009601705.1,WP_153422692.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus sp009601705
GCF_009663395.1,WP_075936152.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis longus
GCF_009674605.1,WP_151164694.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax litoreum
GCF_009729015.1,WP_152939337.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus ambivalens
GCF_009729035.1,WP_156006702.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Stygiolobus,Stygiolobus azoricus
GCF_009729055.1,WP_156014055.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Sulfurisphaera,Sulfurisphaera ohwakuensis
GCF_009791395.1,WP_158204996.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina oriensis
GCF_009791395.1,WP_158206395.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina oriensis
GCF_009831625.1,WP_159669624.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum saliterrae
GCF_009900715.1,WP_160132865.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus salsus
GCF_011043775.1,WP_165160326.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronolimnobius,Natronolimnobius sp011043775
GCF_011440375.1,WP_240148813.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus sp011440375
GCF_011734195.1,WP_167247671.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp011734195
GCF_013267195.1,WP_173230563.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum salinarum
GCF_013343295.1,WP_174631883.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera tengchongensis
GCF_013402875.1,WP_179268695.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum salinum
GCF_014647475.1,WP_188976273.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halocalculus,Halocalculus aciditolerans
GCF_017094485.1,WP_238477639.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,Natronoarchaeum sulfidigenes
GCF_017873625.1,WP_209625130.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium petrolearium
GCF_017874455.1,WP_209585062.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C aggregans
GCF_019175345.1,WP_218260475.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus shibatae
GCF_019669925.1,WP_052332067.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus_A
GCF_019669925.1,WP_054834633.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus_A
GCF_019669925.1,WP_082398092.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus_A
GCF_019823105.1,WP_222607733.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum magnesiiphilum
GCF_019880225.1,WP_222915407.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum rubrum
GCF_019880245.1,WP_134671639.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum roseum
GCF_020217425.1,WP_225335323.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium urmianum
GCF_020567425.1,WP_227229972.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinirubrum,Salinirubrum litoreum
GCF_020567425.1,WP_227230428.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinirubrum,Salinirubrum litoreum
GCF_020567525.1,WP_227131208.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus salinus
GCF_020614375.1,WP_227353524.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020614375
GCF_020614375.1,WP_227353524.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020614375
GCF_020614375.1,WP_227354455.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020614375
GCF_020614375.1,WP_227355622.1,PF07653.20,SH3_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020614375
GCF_020618475.1,WP_227373577.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020618475
GCF_020618475.1,WP_227374607.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020618475
GCF_020618475.1,WP_227374607.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020618475
GCF_020618475.1,WP_255766967.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020618475
GCF_020700235.1,WP_227774032.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus
GCF_020700235.1,WP_227775878.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus
GCF_020700235.1,WP_227776220.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus
GCF_020700235.1,WP_227776220.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus
GCF_020700235.1,WP_227776313.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus
GCF_020700235.1,WP_265338400.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus
GCF_020886315.1,WP_229572101.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus caldissimus
GCF_021023085.1,WP_230741157.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanocellia,Methanocellales,Methanocellaceae,PGCK01,PGCK01 sp021023085
GCF_021028995.1,WP_230888934.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp021028995
GCF_021083305.1,WP_231182617.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp021083305
GCF_021083305.1,WP_231184600.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp021083305
GCF_021083305.1,WP_231185412.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp021083305
GCF_021083305.1,WP_231185412.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp021083305
GCF_021233415.1,WP_232571952.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium litoreum
GCF_021729015.1,WP_237005944.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp021729015
GCF_021729015.1,WP_237007517.1,PF06347.16,SH3_4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp021729015
GCF_021729015.1,WP_237007517.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp021729015
GCF_021729015.1,WP_237007517.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp021729015
GCF_023074835.1,WP_247416910.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina salina
GCF_023074835.1,WP_247418429.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina salina
GCF_023093535.1,WP_247729531.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax limisalsi
GCF_023093535.1,WP_247729671.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax limisalsi
GCF_023115355.1,WP_247994442.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp023115355
GCF_023115355.1,WP_247994834.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp023115355
GCF_023238205.1,WP_248650727.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp023238205
GCF_023238205.1,WP_248652061.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp023238205
GCF_023238205.1,WP_248652061.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp023238205
GCF_023276375.1,WP_248904411.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp023276375
GCF_023276375.1,WP_248906727.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp023276375
GCF_023276375.1,WP_248906727.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp023276375
GCF_023638035.1,WP_250586266.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Natronocalculus,Natronocalculus amylovorans
GCF_023638055.1,WP_250593599.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,Natronoarchaeum aerophilus
GCF_023699475.1,WP_250872933.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina rubra
GCF_023699475.1,WP_250875129.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina rubra
GCF_023702065.1,WP_250987163.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp023702065
GCF_023703775.1,WP_251343631.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus sp023703775
GCF_023973145.1,WP_252699041.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp023973145
GCF_023973145.1,WP_252699041.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp023973145
GCF_024138125.1,WP_253479304.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024138125
GCF_024138125.1,WP_253479849.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024138125
GCF_024138125.1,WP_253484703.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024138125
GCF_024138125.1,WP_253484703.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024138125
GCF_024178165.1,WP_253738346.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp024178165
GCF_024218795.1,WP_254268862.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024218795
GCF_024227715.1,WP_254535004.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina sp024227715
GCF_024228315.1,WP_254545173.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina sp024228315
GCF_024298865.1,WP_255149217.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis sp024298865
GCF_024362405.1,WP_255195577.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosegnis,Halosegnis sp024362405
GCF_024362525.1,WP_255168933.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobiforma,Natronobiforma sp024362525
GCF_024362525.1,WP_255168933.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobiforma,Natronobiforma sp024362525
GCF_024464185.1,WP_256297382.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus
GCF_024464595.1,WP_256308699.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus litoreus
GCF_024494645.1,WP_256396210.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litorea
GCF_024495425.1,WP_256398261.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus
GCF_024498195.1,WP_256533352.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax cerinus
GCF_024508235.1,WP_256686988.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus qingdaonensis
GCF_024609245.1,WP_257297939.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius sp024609245
GCF_024972755.1,WP_259517656.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sp024972755
GCF_900079115.1,WP_010923343.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus
GCF_900095295.1,WP_071906756.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C congolense
GCF_900095295.1,WP_071906756.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C congolense
GCF_900095295.1,WP_084789756.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C congolense
GCF_900100335.1,WP_090309894.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense
GCF_900100335.1,WP_090309894.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense
GCF_900103505.1,WP_089735117.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius iranensis
GCF_900103715.1,WP_089695833.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum gelatinilyticum
GCF_900109065.1,WP_089672924.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litchfieldiae
GCF_900110455.1,WP_049990853.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema salifodinae
GCF_900110465.1,WP_089823770.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum amylolyticum
GCF_900110465.1,WP_170864939.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum amylolyticum
GCF_900110535.1,WP_089667710.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium jilantaiense
GCF_900110535.1,WP_089667710.1,PF06347.16,SH3_4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium jilantaiense
GCF_900110535.1,WP_089667710.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium jilantaiense
GCF_900110535.1,WP_089670167.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium jilantaiense
GCF_900111935.1,WP_092922805.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sodomense
GCF_900112175.1,WP_089810096.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum rufum
GCF_900112175.1,WP_143105163.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum rufum
GCF_900113245.1,WP_092893762.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopelagius,Halopelagius inordinatus
GCF_900114435.1,WP_089816208.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium zhouii
GCF_900115675.1,WP_074880126.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina pelagica
GCF_900115785.1,WP_089882681.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum limi
GCF_900129775.1,WP_073309933.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum gomorrense
GCF_900156425.1,WP_076427578.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus litoreus
